# name	objID	ra	dec	type	cModelMag_u	cModelMag_g	cModelMag_r	cModelMag_i	cModelMag_z	fracDeV_u	fracDeV_g	fracDeV_r	fracDeV_i	fracDeV_z	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z
8916-710	1.23765036995065E+018	192.76667329	-2.89746282	STAR	16.65192	15.480487	15.105757	14.976523	14.954586	0	1	0	1	1	0.112384	0.082691	0.059975	0.045477	0.032244
8920-710	1.23766535562723E+018	245.21595136	51.78614609	STAR	16.465275	15.353486	15.102654	15.041944	15.05691	0.781981	0	1	0	0	0.096619	0.071091	0.051561	0.039097	0.027721
8634-710	1.23766223749081E+018	241.06902136	5.60095877	STAR	18.088432	17.090305	16.734838	16.606153	16.573477	0	0	0	0	1	0.308061	0.226669	0.164399	0.124659	0.088385
8635-710	1.23766219775286E+018	241.41676486	5.78440938	STAR	17.382385	16.400642	16.083059	15.942163	15.899327	0	0	1	0	1	0.32431	0.238624	0.17307	0.131234	0.093046
8891-710	1.23767428378486E+018	86.30982143	1.0203686	STAR	17.170965	15.752118	15.142986	14.880075	14.72411	1	1	1	1	1	1.774944	1.305987	0.947211	0.718241	0.509242
8930-710	1.23767114040849E+018	178.1867695	2.04459234	STAR	17.115765	15.982345	15.610392	15.462807	15.448698	1	0	0	1	1	0.096437	0.070958	0.051464	0.039024	0.027668
8640-710	1.23766219775286E+018	241.41676486	5.78440938	STAR	17.382385	16.400642	16.083059	15.942163	15.899327	0	0	1	0	1	0.32431	0.238624	0.17307	0.131234	0.093046
8929-710	1.23765036995065E+018	192.76667329	-2.89746282	STAR	16.65192	15.480487	15.105757	14.976523	14.954586	0	1	0	1	1	0.112384	0.082691	0.059975	0.045477	0.032244
8949-710	1.23766744190163E+018	196.01704624	26.18689113	STAR	17.739357	16.767611	16.47843	16.366497	16.379452	1	0.813774	1	0	0	0.062465	0.045961	0.033335	0.025277	0.017922
8952-710	1.23766542755765E+018	206.94356012	27.14343903	STAR	16.765335	15.786731	15.461367	15.358183	15.337924	0	1	0	0.953894	0	0.072809	0.053572	0.038855	0.029462	0.020889
8600-710	1.23765534835848E+018	246.35462251	42.40320905	STAR	17.202251	16.256712	16.012669	15.914827	15.923277	0	0	0	1	0	0.059107	0.04349	0.031543	0.023918	0.016958
8934-710	1.23766732272455E+018	196.3369639	26.66208696	STAR	16.839432	15.970308	15.753064	15.657718	15.665449	0	0	1	0	0	0.060558	0.044558	0.032317	0.024505	0.017374
8333-710	1.23766187402402E+018	215.82716175	41.67290145	STAR	17.242451	16.302837	16.025515	15.920671	15.875445	1	0	0	0	0	0.038558	0.02837	0.020577	0.015603	0.011062
8547-710	1.23766141714058E+018	218.92468256	52.08836008	STAR	17.285721	16.426134	16.209024	16.128098	16.137402	0	0	0	0	1	0.045763	0.033672	0.024422	0.018518	0.01313
8972-710	1.23767126227229E+018	132.86072844	11.73935547	STAR	16.657982	15.520991	15.132623	14.997226	14.947081	1	0.999999	0.999999	0.999998	1	0.158199	0.116401	0.084424	0.064016	0.045388
8979-710	1.23765932602819E+018	244.89181081	41.55803916	STAR	17.630539	16.752956	16.455135	16.351807	16.328741	0	0	0	0	1	0.035425	0.026065	0.018905	0.014335	0.010164
8973-710	1.23767112483334E+018	132.60796029	11.32714929	STAR	17.077698	15.907425	15.483522	15.358541	15.274974	1	1	0	1	0	0.158714	0.11678	0.084699	0.064225	0.045536
8962-710	1.2376591461702E+018	217.26159507	56.37659045	STAR	16.616796	15.357639	14.90961	14.762837	14.738898	1	1	0	1	1	0.088497	0.065116	0.047227	0.035811	0.02539
8963-710	1.2376591461702E+018	217.26159507	56.37659045	STAR	16.616796	15.357639	14.90961	14.762837	14.738898	1	1	0	1	1	0.088497	0.065116	0.047227	0.035811	0.02539
8595-710	1.23766141660463E+018	221.58237816	50.68475851	STAR	18.169174	17.204359	16.772003	16.595568	16.555712	1	0	0	1	0	0.228932	0.168446	0.122171	0.092638	0.065682
8964-710	1.2376591461702E+018	217.26159507	56.37659045	STAR	16.616796	15.357639	14.90961	14.762837	14.738898	1	1	0	1	1	0.088497	0.065116	0.047227	0.035811	0.02539
8816-710	1.23766512800491E+018	179.07913368	34.44242869	STAR	17.79785	16.898924	16.660051	16.574158	16.559877	1	1	1	0	1	0.096635	0.071103	0.05157	0.039104	0.027725
8799-710	1.23766502382902E+018	178.6803531	33.84046088	STAR	16.430149	15.387815	15.024323	14.907031	14.911038	1	0	0	1	1	0.101936	0.075003	0.054399	0.041249	0.029246
8966-710	1.23766861066063E+018	243.84280003	50.43753786	STAR	17.076214	15.851176	15.479743	15.359665	15.361712	0	1	0	1	0.96576	0.108198	0.079611	0.057741	0.043783	0.031043
8969-710	1.23766269811235E+018	241.65329983	23.47431775	STAR	17.613653	16.346188	15.88901	15.735666	15.6752	1	0	0	0	1	0.303642	0.223417	0.16204	0.12287	0.087117
8959-710	1.23766755141694E+018	160.02270701	23.6811523	STAR	16.776917	15.567687	15.801098	15.015731	14.974911	1	1	0.874544	1	1	0.116822	0.085957	0.062343	0.047273	0.033517
8917-710	1.23765036995065E+018	192.76667329	-2.89746282	STAR	16.65192	15.480487	15.105757	14.976523	14.954586	0	1	0	1	1	0.112384	0.082691	0.059975	0.045477	0.032244
8975-710	1.23767112537034E+018	132.72947165	11.85622346	STAR	16.667191	15.489113	15.158741	15.044243	15.03595	0	1	1	0	1	0.182315	0.134146	0.097294	0.073775	0.052307
8974-710	1.23767112537034E+018	132.72947165	11.85622346	STAR	16.667191	15.489113	15.158741	15.044243	15.03595	0	1	1	0	1	0.182315	0.134146	0.097294	0.073775	0.052307
8987-710	1.23766487833713E+018	137.36095646	26.8414633	STAR	17.953688	17.011154	16.781971	16.680525	16.687042	1	1	0	0	0	0.173735	0.127833	0.092715	0.070303	0.049846
8942-710	1.23766076483509E+018	124.47944371	26.33532815	STAR	18.608688	17.672462	17.344374	17.215071	17.161457	0	0	0	1	1	0.158771	0.116822	0.084729	0.064248	0.045552
8943-710	1.23766433878304E+018	157.74067694	34.79583225	STAR	18.010544	16.971706	16.61356	16.506334	16.497269	1	0	1	0	0	0.076461	0.056259	0.040804	0.03094	0.021937
8948-710	1.23765861359138E+018	168.36788349	49.31363695	STAR	16.592087	15.683022	15.441138	15.3255	15.322055	0	1	0.966961	1	0	0.08123	0.059769	0.043349	0.03287	0.023305
8939-710	1.23766409289715E+018	125.83921689	22.92413156	STAR	17.2787	16.338566	16.021158	15.905289	15.862836	1	0.890227	0.866787	0.800295	0	0.168248	0.123795	0.089787	0.068082	0.048271
8946-710	1.23766135807744E+018	172.13623839	47.29867366	STAR	17.78499	16.890181	16.57115	16.430729	16.389353	0.876025	0	0	1	0	0.088269	0.064947	0.047105	0.035718	0.025325
8947-710	1.23765861359256E+018	172.38947436	49.87735903	STAR	16.602636	15.68879	15.505515	15.434227	15.433311	0	1	1	1	0	0.07034	0.051755	0.037537	0.028463	0.020181
8945-710	1.23766063439046E+018	174.84071623	46.18434851	STAR	17.903648	16.92071	16.628035	16.542297	16.519388	1	1	1	0	0	0.117852	0.086714	0.062892	0.047689	0.033812
8980-710	1.23766121043735E+018	226.05542459	41.14718609	STAR	17.944466	16.981859	16.641922	16.491455	16.463991	0	1	1	1	0	0.082175	0.060464	0.043853	0.033253	0.023577
8597-710	1.2376591332855E+018	226.6386168	47.7497204	STAR	17.697264	16.770376	16.497946	16.385981	16.358032	1	0	0	1	0	0.173656	0.127775	0.092673	0.070271	0.049823
9013-710	1.23767176263742E+018	192.35836603	-3.76824325	STAR	16.434742	15.386213	15.126518	15.053034	15.05742	0	1	1	1	1	0.151117	0.11119	0.080645	0.06115	0.043356
8912-710	1.23766510328316E+018	210.52593723	32.94267701	STAR	17.458609	16.344429	15.962872	15.824609	15.831566	0	1	0.971631	1	0	0.064321	0.047327	0.034325	0.026028	0.018454
9017-710	1.23764872125232E+018	229.31202914	-0.16970938	STAR	17.254915	15.973166	15.503369	15.339381	15.263	0	0	1	1	0	0.328174	0.241468	0.175132	0.132798	0.094155
8968-710	1.2376746547569E+018	223.4615495	-7.47565724	STAR	16.851751	15.612423	15.134906	15.753503	14.860071	0	0	1	0	0.660399	0.468769	0.344915	0.250161	0.18969	0.134492
9015-710	1.2376746547569E+018	223.4615495	-7.47565724	STAR	16.851751	15.612423	15.134906	15.753503	14.860071	0	0	1	0	0.660399	0.468769	0.344915	0.250161	0.18969	0.134492
8950-710	1.23766744834402E+018	193.9663883	25.53612405	STAR	16.88122	15.849438	15.561908	15.485094	15.47008	1	0	0	1	1	0.072081	0.053036	0.038466	0.029168	0.02068
8931-710	1.2376673232609E+018	195.0797458	27.32906678	STAR	17.109037	16.159845	15.865657	15.766356	15.767244	0	0	1	0	1	0.049341	0.036305	0.026331	0.019966	0.014156
9029-710	1.23765547343105E+018	248.07336067	41.10381835	STAR	17.378412	16.442978	16.180046	16.087357	16.075424	1	1	1	1	0	0.042106	0.030982	0.02247	0.017039	0.012081
9042-710	1.23766269757201E+018	233.80129474	26.92434754	STAR	17.021988	15.989616	15.63133	15.511864	15.480321	1	1	1	0	0	0.256303	0.188585	0.136778	0.103714	0.073535
9026-710	1.23765171426309E+018	251.19711036	43.35799755	STAR	17.865017	16.874929	16.586946	16.493141	16.461267	1	0.954749	0	1	1	0.060156	0.044262	0.032103	0.024343	0.017259
9049-710	1.23766266696309E+018	247.5729633	24.21757037	STAR	17.920124	16.944065	16.622381	16.506413	16.460993	1	0	1	0	0	0.265603	0.195428	0.141741	0.107478	0.076203
9002-710	1.23766485311101E+018	224.75058471	30.51426797	STAR	17.980408	17.038013	16.740246	16.642822	16.647482	0	0.81986	1	1	0	0.094962	0.069872	0.050677	0.038427	0.027245
8613-710	1.23765512984422E+018	256.42694356	34.65434289	STAR	16.382523	15.391873	15.063684	14.952208	14.933603	0	0	0	0	0	0.12006	0.088339	0.064071	0.048583	0.034446
9041-710	1.23766222569708E+018	236.25238816	28.27900609	STAR	17.595438	16.678509	16.467218	16.378304	16.373489	0	0	1	0	0	0.142925	0.105163	0.076273	0.057836	0.041006
8553-710	1.23765153818667E+018	235.76364736	55.89975918	STAR	17.758179	16.892242	16.654356	16.574038	16.565113	0	0	1	0	1	0.055933	0.041155	0.029849	0.022634	0.016048
7443-711	1.23766249946533E+018	229.95203705	42.26929704	STAR	17.80126	16.819551	16.482321	16.359447	16.294342	0	0	0	0	1	0.118794	0.087407	0.063395	0.048071	0.034083
7444-711	1.23766522676806E+018	183.5986384	32.31528338	STAR	16.385384	15.439725	15.16827	15.064431	15.06912	1	0	0	1	1	0.059975	0.044129	0.032006	0.024269	0.017207
7495-711	1.23766554888595E+018	205.66725443	25.71965265	STAR	18.143496	17.145874	16.797663	16.67523	16.640215	0	1	1	0	0	0.080718	0.059392	0.043076	0.032663	0.023159
7815-711	1.2376562416911E+018	318.49597538	10.22291648	STAR	15.937303	14.801118	14.488575	14.376116	14.325387	0	1	1	1	1	0.372878	0.27436	0.198989	0.150887	0.106981
8115-711	1.23767112537021E+018	132.37004723	11.84283996	STAR	16.905325	15.923182	15.59196	15.454147	15.405508	1	1	1	0	1	0.125106	0.092052	0.066764	0.050625	0.035894
8112-711	1.23766850489706E+018	230.1078335	66.93443318	STAR	17.807228	16.875614	16.627451	16.523754	16.52784	1	0	0	0	0	0.12893	0.094865	0.068804	0.052172	0.036991
8120-711	1.23766413316384E+018	156.94041638	14.39233736	STAR	17.246546	16.341599	16.081585	15.984106	15.957491	0	1	0.919009	1	1	0.205297	0.151056	0.109558	0.083075	0.058901
8098-711	1.23766219345605E+018	194.85504535	41.07018604	STAR	17.966303	17.094297	16.876959	16.806395	16.811144	0	0	0.20007	1	0	0.065683	0.048329	0.035052	0.026579	0.018845
8266-711	1.23767195698332E+018	206.03953154	-1.10913178	STAR	17.786701	16.756338	16.423939	16.303215	16.282486	0	0	1	0	1	0.159115	0.117075	0.084913	0.064387	0.045651
8116-711	1.23767112537021E+018	132.37004723	11.84283996	STAR	16.905325	15.923182	15.59196	15.454147	15.405508	1	1	1	0	1	0.125106	0.092052	0.066764	0.050625	0.035894
8264-711	1.23766196689633E+018	194.49743689	41.68792687	STAR	17.804205	16.82884	16.512486	16.390806	16.333277	0	0	1	0	0	0.071621	0.052698	0.038221	0.028982	0.020548
8341-711	1.23766187294255E+018	191.86454571	44.85265913	STAR	18.047752	17.098814	16.842518	16.76066	16.733263	0	1	1	0	0	0.125304	0.092198	0.066869	0.050705	0.035951
8319-711	1.23765820397971E+018	202.5241025	48.04133451	STAR	17.970253	16.994911	16.727655	16.638968	16.624002	1	1	0.997067	0	0	0.050951	0.037489	0.02719	0.020618	0.014618
8243-711	1.23765119189549E+018	132.45946915	53.12916223	STAR	16.708096	15.714858	15.400716	15.258337	15.222789	0	1	0	1	0	0.103608	0.076234	0.055291	0.041925	0.029726
8439-711	1.23765763326267E+018	144.33078233	49.53127615	STAR	17.035383	16.119591	15.840423	15.733683	15.728321	0.83476	0	0.84379	0	0	0.075004	0.055187	0.040027	0.030351	0.021519
8326-711	1.23765820452045E+018	215.09792915	45.86281886	STAR	17.272781	16.399733	16.104193	16.014477	15.972898	0	1	0	0	0	0.06834	0.050284	0.03647	0.027654	0.019607
8117-711	1.23766721104793E+018	139.06260267	21.47238035	STAR	17.16762	16.22966	15.945297	15.828764	15.779223	1	0	0	1	0	0.205047	0.150871	0.109424	0.082973	0.058829
8602-711	1.23765933031594E+018	248.06985716	38.19308679	STAR	17.631865	16.715343	16.447729	16.359417	16.352736	1	1	1	1	1	0.054246	0.039914	0.028949	0.021951	0.015564
8588-711	1.23765547450624E+018	251.65501693	38.96776828	STAR	17.889263	16.95706	16.673054	16.567842	16.56439	1	0	0	1	1	0.077212	0.056812	0.041205	0.031244	0.022153
8615-711	1.23766345670446E+018	321.07835947	-0.76215616	STAR	16.902699	15.925184	15.629038	15.525069	15.507096	1	1	1	1	1	0.214041	0.157489	0.114224	0.086613	0.06141
7991-711	1.23765122678397E+018	261.48292584	56.20624693	STAR	15.943291	15.029392	14.730118	14.617551	14.593638	0	0	0	0	0	0.139419	0.102584	0.074402	0.056417	0.04
7977-711	1.23765294262669E+018	332.460667	12.27497581	STAR	16.407949	15.388626	14.97578	14.802692	14.745125	1	1	0	0	0	0.418086	0.307624	0.223115	0.169181	0.119951
7975-711	1.23765624115698E+018	324.86470907	10.85255845	STAR	16.660547	15.675611	15.344036	15.199992	15.164515	0	0	0	1	0	0.286987	0.211162	0.153152	0.116131	0.082338
7990-711	1.23765652945699E+018	262.51022406	57.07931808	STAR	16.81875	15.883564	15.578397	15.448176	15.418093	0	1	0.671148	1	1	0.196602	0.144658	0.104918	0.079556	0.056406
8267-711	1.23767195698332E+018	206.03953154	-1.10913178	STAR	17.786701	16.756338	16.423939	16.303215	16.282486	0	0	1	0	1	0.159115	0.117075	0.084913	0.064387	0.045651
8459-711	1.23766034501193E+018	149.10576523	42.54852757	STAR	17.516294	16.568581	16.267649	16.156801	16.133057	1	0	1	0	0	0.078247	0.057573	0.041757	0.031663	0.02245
8483-711	1.23765125258858E+018	246.42717166	47.78161243	STAR	16.037529	15.095995	14.819581	14.723805	14.708933	0	0	0	1	1	0.059123	0.043502	0.031552	0.023925	0.016963
8271-711	1.23766850489706E+018	230.1078335	66.93443318	STAR	17.807228	16.875614	16.627451	16.523754	16.52784	1	0	0	0	0	0.12893	0.094865	0.068804	0.052172	0.036991
8618-711	1.23765294315779E+018	319.13960847	10.48476141	STAR	17.68576	16.650148	16.270256	16.119137	16.05423	0	0	1	0	1	0.319336	0.234965	0.170416	0.129221	0.091619
7997-711	1.2376632285492E+018	350.60553208	51.12482463	STAR	19.141819	17.910311	17.366762	17.150007	17.005516	1	1	1	0	1	1.464651	1.077676	0.781621	0.592679	0.420217
8560-711	1.23767200368689E+018	291.29402119	36.83884702	STAR	17.403521	16.106546	15.651703	15.491271	15.40579	0	1	1	0	1	0.677182	0.498264	0.361382	0.274025	0.194287
8051-711	1.23767112697885E+018	178.08553939	0.65428655	STAR	17.295958	16.359846	16.082817	15.992065	15.98082	0	0	0	1	0	0.098554	0.072515	0.052594	0.039881	0.028276
8317-711	1.23766196850701E+018	194.90077535	42.94385655	STAR	18.182594	17.350275	17.045078	16.909094	16.865927	0	1	1	0	0	0.065041	0.047857	0.03471	0.026319	0.018661
8261-711	1.23766187240332E+018	184.24117249	44.72320526	STAR	17.567562	16.55965	16.240229	16.139389	16.13644	1	1	1	1	1	0.065087	0.04789	0.034734	0.026338	0.018674
8480-711	1.23766732218735E+018	195.37352642	26.33952203	STAR	18.025993	17.151028	16.894909	16.794035	16.766397	0	0.929019	0.953096	0	0	0.055066	0.040517	0.029386	0.022283	0.015799
8479-711	1.23766732218735E+018	195.37352642	26.33952203	STAR	18.025993	17.151028	16.894909	16.794035	16.766397	0	0.929019	0.953096	0	0	0.055066	0.040517	0.029386	0.022283	0.015799
8451-711	1.23766196742377E+018	165.56175415	40.85682876	STAR	17.571754	16.623678	16.325031	16.219648	16.174343	1	0	0	0	0	0.052164	0.038382	0.027838	0.021108	0.014966
8482-711	1.23765513037388E+018	244.17113286	48.44002843	STAR	16.616282	15.691112	15.439359	15.351191	15.340412	0	0	1	1	0	0.055108	0.040548	0.029409	0.0223	0.015811
8082-711	1.23766629948169E+018	49.97037286	-0.98280025	STAR	17.129759	16.193804	15.873639	15.729714	15.693056	0	1	0	0	0	0.290136	0.213479	0.154833	0.117405	0.083242
8114-711	1.23767307259773E+018	13.73811287	38.48850759	STAR	18.361183	17.498989	17.174452	17.037592	16.994413	1	0	0	0	1	0.271062	0.199445	0.144654	0.109687	0.077769
8121-711	1.23765649563497E+018	323.61576847	11.41571811	STAR	17.856274	16.852083	16.486553	16.319315	16.259239	1	1	0	1	0	0.399234	0.293753	0.213054	0.161552	0.114543
8143-711	1.23767370557968E+018	119.48160143	42.15052678	STAR	17.769375	16.85812	16.569077	16.439215	16.403742	0	1	1	0	0	0.212622	0.156445	0.113467	0.086039	0.061003
8256-711	1.23766219559371E+018	164.82151913	41.44953571	STAR	18.652348	17.772429	17.567301	17.484774	17.487822	0	1	0	1	0	0.060583	0.044577	0.032331	0.024515	0.017382
8052-711	1.23767112697885E+018	178.08553939	0.65428655	STAR	17.295958	16.359846	16.082817	15.992065	15.98082	0	0	0	1	0	0.098554	0.072515	0.052594	0.039881	0.028276
8249-711	1.23765724243283E+018	138.88526478	44.23792921	STAR	17.767675	16.85277	16.456596	16.304882	16.243702	1	1	1	0	1	0.091192	0.067098	0.048665	0.036901	0.026163
8274-711	1.23766196742377E+018	165.56175415	40.85682876	STAR	17.571754	16.623678	16.325031	16.219648	16.174343	1	0	0	0	0	0.052164	0.038382	0.027838	0.021108	0.014966
8258-711	1.23766184985343E+018	168.12410707	42.77171735	STAR	18.581255	17.649433	17.360498	17.257345	17.219995	1	1	1	0	0	0.074391	0.054736	0.039699	0.030103	0.021343
8252-711	1.23765724189825E+018	145.1848572	46.90013821	STAR	16.468786	15.526792	15.282384	15.235033	15.230225	0.957583	1	0	0.917042	0	0.054944	0.040427	0.029321	0.022233	0.015764
8259-711	1.23766219613549E+018	179.86544001	43.59535764	STAR	17.393112	16.408371	16.079151	15.949855	15.903173	1	0	0	1	1	0.079168	0.058251	0.042248	0.032036	0.022714
8244-711	1.23765361425672E+018	133.82730203	51.18239969	STAR	17.034271	16.121183	15.783103	15.66313	15.613566	1	0	0.913369	0	0	0.104297	0.076741	0.055659	0.042204	0.029923
8257-711	1.23766185200098E+018	167.73995981	44.52192092	STAR	17.960939	16.968189	16.61937	16.463648	16.412424	1	1	1	0	0	0.077644	0.057129	0.041435	0.031419	0.022276
8265-711	1.23767114094484E+018	177.31582871	1.23855112	STAR	17.589394	16.690449	16.417854	16.341082	16.317602	0	0	0	0	1	0.111907	0.08234	0.05972	0.045284	0.032107
8268-711	1.23766223908038E+018	192.79156365	11.12770455	STAR	17.13427	16.189034	15.938683	15.867123	15.851651	0	0	1	1	1	0.138372	0.101812	0.073843	0.055993	0.0397
8440-711	1.23765762951348E+018	135.04738597	40.04181608	STAR	17.021807	16.207815	15.902989	15.781007	15.751148	1	0.890582	1	1	1	0.091861	0.06759	0.049022	0.037172	0.026355
8453-711	1.2376582055761E+018	153.75588299	46.406553	STAR	17.137886	16.182402	15.898417	15.79498	15.793921	1	1	1	1	0	0.03706	0.027268	0.019777	0.014996	0.010633
8611-711	1.23765131214533E+018	262.58641896	60.8660814	STAR	17.074984	16.061083	15.724365	15.604346	15.559685	0	1	1	1	0	0.201646	0.148369	0.10761	0.081597	0.057853
8131-711	1.23765149736488E+018	113.07727828	39.08893114	STAR	17.363808	16.322462	15.971598	15.853735	15.803785	1	1	1	1	1	0.299549	0.220405	0.159856	0.121214	0.085942
8083-711	1.23766630001862E+018	50.05811914	-0.51248954	STAR	17.174995	16.174421	15.882854	15.764648	15.738268	0	1	0	0	0	0.307533	0.22628	0.164117	0.124445	0.088233
8138-711	1.23765127403025E+018	117.92211679	45.11203058	STAR	17.424644	16.385332	16.070059	15.964848	15.939963	1	1	0	0.998323	1	0.239439	0.176177	0.127778	0.09689	0.068696
8081-711	1.23766630001862E+018	50.05811914	-0.51248954	STAR	17.174995	16.174421	15.882854	15.764648	15.738268	0	1	0	0	0	0.307533	0.22628	0.164117	0.124445	0.088233
8452-711	1.23765820450308E+018	156.5618416	46.28606909	STAR	17.232756	16.301168	16.060858	15.931774	15.962478	0.980116	0.994759	0.995902	1	0.851827	0.100162	0.073698	0.053452	0.040531	0.028737
7995-711	1.23767202623999E+018	323.30950469	50.65875844	STAR	13.925293	14.579091	14.706301	14.840809	12.534273	0.736666	0.815179	0.791688	0.678693	0.905566	9.337555	6.870484	4.983048	3.778494	2.679
8132-711	1.23766353079003E+018	113.34867676	41.1323678	STAR	16.645962	15.640867	15.302414	15.166924	15.129502	0	0	0	0	1	0.273575	0.201294	0.145995	0.110703	0.07849
8134-711	1.2376637868787E+018	115.47297736	46.06342722	STAR	18.885403	17.86121	17.53306	17.388531	17.347973	1	0	1	1	1	0.345505	0.25422	0.184381	0.139811	0.099128
8137-711	1.23765127295527E+018	116.95422582	42.21550006	STAR	18.62851	17.578035	17.240881	17.096479	17.042532	0	1	1	1	0	0.238736	0.17566	0.127403	0.096606	0.068495
8140-711	1.2376737039686E+018	118.46601196	40.61441223	STAR	16.488565	15.427596	15.107665	15.002279	14.968263	0	1	1	0	0	0.275411	0.202645	0.146975	0.111447	0.079017
8626-711	1.23765989778509E+018	265.0155369	56.02367399	STAR	17.635248	16.639439	16.26766	16.119347	16.061993	0	0.645653	0	0	1	0.240852	0.177217	0.128532	0.097462	0.069102
8135-711	1.23765125255142E+018	114.24612173	37.30114134	STAR	17.599936	16.593868	16.255503	16.111208	16.070572	0	1	0.982518	0	0	0.287129	0.211267	0.153228	0.116188	0.082379
8250-711	1.23765762844197E+018	141.100547	42.38400366	STAR	17.582438	16.593534	16.271101	16.129402	16.092184	1	0	0	0	1	0.080637	0.059332	0.043032	0.03263	0.023135
7999-711	1.23766323336453E+018	345.5463969	59.22326232	STAR	14.664306	14.296934	14.720193	14.57088	12.567098	1	0.634333	0.800936	0.953537	0.833884	8.168835	6.01055	4.359353	3.305565	2.343687
8612-711	1.23765495267066E+018	254.89428843	38.11325131	STAR	17.483246	16.550016	16.214325	16.088058	16.041035	0	0	0	0	0	0.097645	0.071846	0.052109	0.039512	0.028015
8616-711	1.23766345670571E+018	323.93923248	-0.64009956	STAR	17.662811	16.668396	16.36813	16.270206	16.226076	1	0	1	0	1	0.234107	0.172254	0.124933	0.094733	0.067167
8141-711	1.23765149522015E+018	119.22858205	43.63285613	STAR	16.275824	15.319837	15.000181	14.87472	14.852056	0	1	0	1	0	0.197061	0.144996	0.105163	0.079742	0.056538
8253-711	1.23766187239499E+018	158.45141921	41.53127323	STAR	17.728802	16.786066	16.498117	16.404139	16.390461	1	0	0	0	0	0.05188	0.038173	0.027686	0.020993	0.014885
8263-711	1.23766185146968E+018	185.91053938	45.34531045	STAR	17.67417	16.730223	16.395636	16.265297	16.225418	0	0	0	0	0	0.06478	0.047665	0.03457	0.026214	0.018586
8254-711	1.23766185199993E+018	164.66465954	43.83791438	STAR	17.179983	16.275028	16.024313	15.93728	15.919658	1	0	0.996421	1	1	0.046773	0.034415	0.024961	0.018927	0.013419
8448-711	1.23766778336412E+018	166.38780001	21.95035116	STAR	16.744368	15.737432	15.432014	15.287336	15.284727	0	0	0	0	1	0.0877	0.064529	0.046802	0.035488	0.025162
8548-711	1.23765125097816E+018	245.27893168	46.56509909	STAR	17.01709	16.088434	15.815948	15.688745	15.662764	1	1	0	0	0	0.038679	0.02846	0.020641	0.015652	0.011097
8549-711	1.23765547289202E+018	243.35337521	44.69856926	STAR	17.653833	16.739798	16.458744	16.364279	16.361898	0	0.830471	0	1	1	0.06953	0.05116	0.037105	0.028136	0.019949
8465-711	1.23766136237025E+018	197.56615191	47.31287824	STAR	17.259283	16.291763	16.048338	15.947761	15.930051	1	0	1	0	1	0.054071	0.039785	0.028855	0.02188	0.015513
8552-711	1.2376623024398E+018	229.19454171	43.55876295	STAR	17.575846	16.667028	16.489206	16.389688	16.386103	1	0	1	0	1	0.114101	0.083955	0.060891	0.046172	0.032736
8325-711	1.23765820451953E+018	212.17521095	46.54880415	STAR	16.444487	15.495499	15.188596	15.07715	15.063647	0	0	0.660594	0.85705	0.484151	0.050312	0.037019	0.026849	0.020359	0.014435
8481-711	1.23765494945048E+018	239.74341204	54.5427558	STAR	17.147161	16.123966	15.80829	15.693007	15.662764	0	1	1	1	1	0.047391	0.03487	0.025291	0.019177	0.013597
8555-711	1.23765534782115E+018	244.98282054	43.02043621	STAR	16.390821	15.492426	15.236858	15.13233	15.124354	1	1	1	0	0	0.072234	0.053149	0.038548	0.02923	0.020724
8485-711	1.23765932977311E+018	234.7667337	47.82022129	STAR	15.810451	14.835426	14.537076	14.42693	14.438963	0	1	0.773905	1	0	0.088997	0.065483	0.047494	0.036013	0.025534
8551-711	1.23766138600168E+018	234.928554	44.14931847	STAR	17.76306	16.804529	16.540251	16.426558	16.427856	1	0	0.761021	0	1	0.096425	0.070949	0.051458	0.039019	0.027665
8484-711	1.23765513037598E+018	248.46122649	44.55026022	STAR	17.344687	16.43191	16.134827	16.035427	16.008095	0	1	1	1	1	0.059751	0.043965	0.031887	0.024179	0.017143
8447-711	1.23766219346064E+018	208.43918006	39.11397632	STAR	17.623152	16.693045	16.465969	16.379583	16.360249	0.970811	1	0.962352	0.903319	1	0.132612	0.097575	0.070769	0.053662	0.038047
8486-711	1.23765932656198E+018	238.51367494	46.84370819	STAR	17.416346	16.489414	16.112122	15.951189	15.910517	1	1	0	0	0	0.066126	0.048655	0.035289	0.026758	0.018972
8581-711	1.23767195698332E+018	206.03953154	-1.10913178	STAR	17.786701	16.756338	16.423939	16.303215	16.282486	0	0	1	0	1	0.159115	0.117075	0.084913	0.064387	0.045651
8318-711	1.23766187401806E+018	197.51656059	45.19195697	STAR	17.942379	16.978764	16.675804	16.554573	16.507748	1	0	0	1	1	0.088491	0.065111	0.047224	0.035808	0.025389
8466-711	1.23766187347293E+018	170.84094041	44.72917317	STAR	17.035292	16.011219	15.70059	15.584648	15.55204	1	0	0.010195	0.996203	0.116056	0.095201	0.070048	0.050805	0.038524	0.027314
8554-711	1.23766502490466E+018	183.80612434	34.89739371	STAR	17.545795	16.677952	16.460644	16.367249	16.378712	0	0	0	1	1	0.049906	0.036721	0.026633	0.020195	0.014318
8464-711	1.2376618509334E+018	187.78974495	44.81604713	STAR	17.334749	16.397608	16.130856	16.041218	16.00248	0	0	1	0	0	0.083229	0.061239	0.044416	0.033679	0.023879
